gis_cleared_amount,gis_requests_qty,gis_requests_amount,gis_cleared_qty,gis_item_desc,gis_item_code,total_cleared_item,total_requests_item,value,unit_price,quantity,uom,branch,item_desc,item_id,element_desc,element_id,item_seq,total_cleared,total_requests,date_field,status,item_type,project_name,project_id,source_file,gis_qty,gis_item_name,gis_value,gis_unit_price,request_qty,request_amount,cleared_qty,cleared_amount,total_requests_num,total_cleared_num,total_requests_item_num,total_cleared_item_num,quantity_num,unit_price_num,value_num,gis_qty_num,gis_unit_price_num,gis_value_num,request_qty_num,request_amount_num,cleared_qty_num,cleared_amount_num,_alloc,_used
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,1,حديد ابو 8ملم,"206,567",206567,1,"2,200",1,"2,200",293000.0,288050.0,,,,,,1.0,206567.0,206567.0,1.0,2200.0,1.0,2200.0,1.0,1.0
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,حديد ابو 12ملم,1101105,1,,,,,,293000.0,288050.0,,,,,,,,1.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,4,حديد ابو 14ملم,"27,300",,,,,,293000.0,288050.0,,,,,,4.0,,27300.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,8,اسمنت,"32,500",,,,,,293000.0,288050.0,,,,,,8.0,,32500.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,1,كري,"16,000",,,,,,293000.0,288050.0,,,,,,1.0,,16000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,1.5,رمل,"11,250",,,,,,293000.0,288050.0,,,,,,1.5,,11250.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,221,بلك,"132,600",,,,,,293000.0,288050.0,,,,,,221.0,,132600.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,293000.0,288050.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,293000.0,288050.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,1,مقطوعية اعمال حفر(متنوعة),"10,000",,,,,,293000.0,288050.0,,,,,,1.0,,10000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,192076,"288,050","293,000",26/11/2023,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل حويضرات وموقع محطة شركة سبافون خميس الواعظات (اعادة دراسة)_م/ الحديدة,208060014271,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"50,000",,,,,,293000.0,288050.0,,,,,,1.0,,50000.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,141291,"184,970","188,400",29/11/2023,مقفل نهائي,VIP,تقديم خدمة (FTTX الانترنت) عبر الالياف الضوئية (توصبل كابل الياف ) شركة النيل اكسبرس للصرافة والتحويلات _باجل_الحديدة,208060014286,هندهولات4_1779041552498.HTM,1,حديد ابو 8ملم,"207,089",207089,1,"2,200",1,"2,200",188400.0,184970.0,,,,,,1.0,207089.0,207089.0,1.0,2200.0,1.0,2200.0,1.0,1.0
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,141291,"184,970","188,400",29/11/2023,مقفل نهائي,VIP,تقديم خدمة (FTTX الانترنت) عبر الالياف الضوئية (توصبل كابل الياف ) شركة النيل اكسبرس للصرافة والتحويلات _باجل_الحديدة,208060014286,هندهولات4_1779041552498.HTM,حديد ابو 12ملم,1101105,1,,,,,,188400.0,184970.0,,,,,,,,1.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,141291,"184,970","188,400",29/11/2023,مقفل نهائي,VIP,تقديم خدمة (FTTX الانترنت) عبر الالياف الضوئية (توصبل كابل الياف ) شركة النيل اكسبرس للصرافة والتحويلات _باجل_الحديدة,208060014286,هندهولات4_1779041552498.HTM,1,كري,"15,000",,,,,,188400.0,184970.0,,,,,,1.0,,15000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,141291,"184,970","188,400",29/11/2023,مقفل نهائي,VIP,تقديم خدمة (FTTX الانترنت) عبر الالياف الضوئية (توصبل كابل الياف ) شركة النيل اكسبرس للصرافة والتحويلات _باجل_الحديدة,208060014286,هندهولات4_1779041552498.HTM,1,رمل,"6,000",,,,,,188400.0,184970.0,,,,,,1.0,,6000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,141291,"184,970","188,400",29/11/2023,مقفل نهائي,VIP,تقديم خدمة (FTTX الانترنت) عبر الالياف الضوئية (توصبل كابل الياف ) شركة النيل اكسبرس للصرافة والتحويلات _باجل_الحديدة,208060014286,هندهولات4_1779041552498.HTM,100,بلك,"50,000",,,,,,188400.0,184970.0,,,,,,100.0,,50000.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,141291,"184,970","188,400",29/11/2023,مقفل نهائي,VIP,تقديم خدمة (FTTX الانترنت) عبر الالياف الضوئية (توصبل كابل الياف ) شركة النيل اكسبرس للصرافة والتحويلات _باجل_الحديدة,208060014286,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,188400.0,184970.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,141291,"184,970","188,400",29/11/2023,مقفل نهائي,VIP,تقديم خدمة (FTTX الانترنت) عبر الالياف الضوئية (توصبل كابل الياف ) شركة النيل اكسبرس للصرافة والتحويلات _باجل_الحديدة,208060014286,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,188400.0,184970.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,141291,"184,970","188,400",29/11/2023,مقفل نهائي,VIP,تقديم خدمة (FTTX الانترنت) عبر الالياف الضوئية (توصبل كابل الياف ) شركة النيل اكسبرس للصرافة والتحويلات _باجل_الحديدة,208060014286,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"58,500",,,,,,188400.0,184970.0,,,,,,1.0,,58500.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,0,حديد ابو 8ملم,0,0,1,"2,250",,,155550.0,,,,,,,0.0,0.0,0.0,1.0,2250.0,,,1.0,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,حديد ابو 12ملم,1101105,1,,,,,,155550.0,,,,,,,,,1.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,3,حديد ابو 14ملم,"19,650",,,,,,155550.0,,,,,,,3.0,,19650.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,7,اسمنت,"23,800",,,,,,155550.0,,,,,,,7.0,,23800.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,1,كري,"16,000",,,,,,155550.0,,,,,,,1.0,,16000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,1,رمل,"8,500",,,,,,155550.0,,,,,,,1.0,,8500.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,70,بلك,"40,600",,,,,,155550.0,,,,,,,70.0,,40600.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,155550.0,,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143196,,"155,550",06/12/2023,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية (توصيل كابل الياف) مؤسسة بنات الحديدة التنموية الاجتماعية_الحي التجاري_الحديدة,208060014346,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,155550.0,,,,,,,1000.0,,5000.0,,,,,,
